"","station_name","latitude","longitude","name","values_no2"
"436",437,41.771718,123.435715,"wenhua street, Shenyang, Shenyang",3
"437",438,41.765,123.41,"Wenyi Road, Shenyang",7
"438",439,41.7775,123.478,"Xiaoheyan, Shenyang",44
"439",440,41.7694,123.284,"Zhangshi, Shenyang",NA
"440",441,39.000214,106.372538,"Dawukou huanghe East Street, Shizuishan",NA
"441",442,39.239302,106.781176,"Hongguozi Town Huixin Street, Shizuishan",NA
"442",443,39.22,107.333333,"Huinong South Street, Shizuishan",NA
"443",444,39.348104,112.446613,"Pingshuo, Shuozhou",NA
"444",445,39.319691,112.423782,"District Government, Shuozhou",NA
"445",446,39.376772,112.426014,"No.2 middle school, Shuozhou",NA
"446",447,39.330314,112.401123,"City EPA, Shuozhou",44
"447",448,37.8873,112.522,"Jiancaoping, Taiyuan",66
"448",449,37.9103,112.573,"Jianhe, Taiyuan",NA
"449",450,37.7805,112.488,"Jinsheng, Taiyuan",NA
"450",451,37.7124,112.469,"Jinyuan, Taiyuan",NA
"451",452,37.9854,112.549,"Nanzhai, Taiyuan",NA
"452",453,38.0108,112.434,"Shanglan, Taiyuan",NA
"453",454,37.8692,112.537,"Taoyuan, Taiyuan",NA
"454",455,37.8195,112.57,"Wucheng, Taiyuan",NA
"455",456,37.7814,112.477,"Xiaodian, Taiyuan",NA
"456",457,42.308996,123.839747,"Huigong Street West, Tieling, Tieling",NA
"457",458,42.222668,123.726801,"jinsha jiang lu bei, Tieling, Tieling",NA
"458",459,42.294964,123.874963,"Waterpark, Tieling",10
"459",460,35.066667,109.066667,"Wangyi District Government, Tongchuan",NA
"460",461,34.908916,108.980514,"Xinqu lanzhi gongsi, Tongchuan",NA
"461",462,34.505001,109.430783,"Gaoxin yi xiao, Weinan",NA
"462",463,34.51,109.529167,"Agriculture Science Institute, Weinan",NA
"463",464,34.500278,109.500278,"Daily newspaper office, Weinan",NA
"464",465,31.350833,118.352778,"Monitoring station, Wuhu",NA
"465",466,31.418889,118.37,"Science Innovation Center, Wuhu",NA
"466",467,31.317778,118.370833,"No.4 Water Plant, Wuhu",62
"467",468,31.383889,118.402222,"Wuqierling Factory, Wuhu",NA
"468",469,18.778,109.5216,"Institute of Forestry, Wuzhishan",5
"469",470,18.77912,109.5164,"Qiongnan TV station, Wuzhishan",6
"470",471,24.445833,118.063611,"Gulangyu, Xiamen",NA
"471",472,24.476667,118.151389,"Hongwen, Xiamen",23
"472",473,24.515,118.094167,"Huli, Xiamen",9
"473",474,24.818056,118.156944,"Xidong, Xiamen",NA
"474",475,34.378,108.869,"Caotan, Xian",5
"475",476,34.1546,108.906,"Chang'an District, Xian",5
"476",477,34.2572,109.06,"Fangzhicheng, Xian",NA
"477",478,34.2303,108.883,"Gaoxin West Area, Xian",10
"478",479,34.2749,108.882,"High Voltage Switchgear Factory, Xian",NA
"479",480,34.3274,109.043,"Guangyuntan, Xian",NA
"480",481,34.3474,108.935,"Economic Development Zone, Xian",6
"481",482,34.3731,109.2186,"Lintong District, Xian",NA
"482",483,34.1978,108.985,"Qujiang Cultural Industry Group, Xian",NA
"483",484,34.2713,108.954,"City People Stadium, Xian",NA
"484",485,34.2324,108.94,"Xiaozhai, Xian",NA
"485",486,34.2629,108.993,"Xingqing Compound, Xian",69
"486",487,34.6575,109.2,"Yanliang District, Xian",NA
"487",488,27.861111,112.955556,"Ban tang, Xiangtan",NA
"488",489,27.8575,112.918333,"Jiang lu, Xiangtan",NA
"489",490,27.911667,112.9075,"HKUST, Xiangtan",NA
"490",491,27.915005,112.526502,"Shaoshan, Xiangtan",58
"491",492,27.857641,112.895689,"City Monitoring Station, Xiangtan",6
"492",493,27.816944,112.92,"Yue tang, Xiangtan",47
"493",494,27.961788,113.021728,"Zhaoshan, Xiangtan",42
"494",495,34.395833,108.72,"Weather Monitoring Station, Xianyang",46
"495",496,35.833333,108.725833,"Normal university, Xianyang",45
"496",497,34.318056,108.676389,"Zhonghua xiaoqu, Xianyang",46
"497",498,34.318737,108.740808,"TCM Medical College, Xianyang",52
"498",499,36.617144,101.778228,"No.5 Water Plant, Xining",41
"499",500,36.617144,101.778228,"Provincial Pharmaceutical Warehouse, Xining",50
"500",501,36.590489,101.753782,"City Environmental Monitoring Station, Xining",50
"501",502,36.578752,101.847291,"Silu hospital, Xining",50
"502",503,38.491488,112.703247,"Convention Center, Xinzhou",6
"503",504,38.41271,112.735863,"Jiyin, Xinzhou",50
"504",505,36.576667,109.482222,"City Monitoring Station, Yanan",55
"505",506,36.6,109.478889,"University Hospital, Yanan",10
"506",507,36.6275,109.413056,"Zao yuan, Yanan",NA
"507",508,37.8475,113.622222,"Bai yang shu, Yangquan",NA
"508",509,37.85,113.515833,"Da yangquan, Yangquan",20
"509",510,37.879444,113.58,"Nanzhuang, Yangquan",NA
"510",511,37.8475,113.572222,"Pingtan, Yangquan",10
"511",512,37.879444,113.492222,"Sai yu, Yangquan",3
"512",513,37.8475,113.572222,"City center, Yangquan",2
"513",514,28.7158,104.5761,"Huangjinzui, Yibin",62
"514",515,28.8194,104.5969,"Shima Middle School, Yibin",17
"515",516,28.7661,104.6225,"Municipal party committee, Yibin",20
"516",517,28.7639,104.6417,"City government, Yibin",69
"517",518,28.7867,104.6061,"No. 4 middle school, Yibin",9
"518",519,30.698,111.299222,"Bai longgang, Yichang",10
"519",520,30.695972,111.268,"Dianjun district, Yichang",3
"520",521,30.698056,111.300833,"Silingsan Factory, Yichang",NA
"521",522,30.646389,111.355,"Wujiagang, Yichang",6
"522",523,30.781861,111.329583,"Yiling district, Yichang",27
"523",524,38.4975,106.233,"Helanshan East Road, Yinchuan",15
"524",525,38.6016,105.951,"Helanshan Maliankou, Yinchuan",NA
"525",526,38.4536,106.217,"Ning'an street, Yinchuan",27
"526",527,38.4858,106.072,"Ninghua living area, Yinchuan",12
"527",528,38.5036,106.136,"College Road, Yinchuan",NA
"528",529,38.4744,106.2682,"Yinhu Lane, Yinchuan",69
"529",530,40.707576,122.277248,"Daqing Road, Yingkou, Yingkou",69
"530",531,40.65226,122.216748,"jinghu west street, Yingkou, Yingkou",20
"531",532,40.680303,122.379967,"No.3 water company, Yingkou",NA
"532",533,40.666988,122.17281,"Xi paotai, Yingkou",6
"533",534,40.681937,122.382897,"Yingkou University, Yingkou",65
"534",535,40.710069,122.276386,"Botanical garden, Yingkou",NA
"535",536,29.425556,113.150556,"Chenglingji, Yueyang",6
"536",537,29.353889,113.001944,"Junshan, Yueyang",NA
"537",538,29.378056,113.170833,"BDA, Yueyang",NA
"538",539,29.472746,113.272313,"Yunxi District, Yueyang",NA
"539",540,35.085079,111.047401,"Airport new district, Yuncheng",NA
"540",541,35.051312,111.023681,"Yudou BDA, Yuncheng",NA
"541",542,24.341111,102.496389,"Dayingjie town, Yuxi",NA
"542",543,24.369444,102.577778,"Dongfeng Reservoir, Yuxi",NA
"543",544,24.360278,102.543333,"City Monitoring Station, Yuxi",NA
"544",545,29.129167,110.466944,"Power Administration Bureau, Zhangjiajie",NA
"545",546,29.349475,110.544807,"Weiyang Road, Zhangjiajie",NA
"546",547,29.113117,110.500681,"Yongding District, Zhangjiajie",NA
"547",548,29.3,110.416667,"Yuanjiajie, Zhangjiajie",NA
"548",549,34.9536,113.6364,"Gangli Reservoir, Zhengzhou",NA
"549",550,34.8083,113.565,"Water Supply Company, Zhengzhou",NA
"550",551,34.7187,113.727,"Economic Development Zone Management Committee, Zhengzhou",NA
"551",552,34.7496,113.5991,"City Monitoring Station, Zhengzhou",NA
"552",553,34.7732,113.7339,"No. 47 middle school, Zhengzhou",NA
"553",554,34.7545,113.681,"Tobacco Factory, Zhengzhou",NA
"554",555,34.8019,113.675,"Banking College, Zhengzhou",NA
"555",556,34.7745,113.641,"Textile Machinery Factory, Zhengzhou",NA
"556",557,29.4822,106.364,"Baishiyi, Chongqing",NA
"557",558,29.4272,106.591,"Caijia, Chongqing",69
"558",559,29.4892,106.634,"Chayuan, Chongqing",NA
"559",560,29.5736,106.46,"Gaojia Garden, Chongqing",NA
"560",561,29.5983,106.296,"Huqi, Chongqing",NA
"561",562,29.5642,106.571,"Liberation Monument, Chongqing",NA
"562",563,29.8272,106.379,"Jinyun Mountain, Chongqing",NA
"563",564,29.7125,106.617,"Konggang, Chongqing",NA
"564",565,29.7228,106.626,"Liang lu, Chongqing",NA
"565",566,29.6453,106.562,"Lijia, Chongqing",NA
"566",567,29.5186,106.54,"Nanping, Chongqing",NA
"567",568,29.7092,106.452,"Nanquan, Chongqing",NA
"568",569,29.6219,106.65,"Tangjiatuo, Chongqing",NA
"569",570,29.8264,106.424,"Tiansheng, Chongqing",NA
"570",571,29.4892,106.468,"Xinshan village, Chongqing",NA
"571",572,29.5164,106.512,"Yangjiaping, Chongqing",NA
"572",573,29.5092,106.509,"Yuxin Street, Chongqing",NA
"573",574,27.833611,113.251389,"Dajing, Zhuzhou",NA
"574",575,27.838056,113.143333,"Railway station, Zhuzhou",NA
"575",576,27.852778,113.13,"City Monitoring Station, Zhuzhou",NA
"576",577,27.797906,113.190211,"No.4 middle school, Zhuzhou",NA
"577",578,27.824444,113.134722,"Tiantai shanzhuang, Zhuzhou",NA
"578",579,27.886667,113.095278,"Zhuye Hospital, Zhuzhou",NA
"579",580,29.3411,104.7692,"Chunhua Road, Zigong",NA
"580",581,29.3628,104.7547,"Datang Hill, Zigong",4
"581",582,29.3564,104.7747,"Tanmulin Street, Zigong",NA
"582",583,29.3586,104.7214,"Yanma Road, Zigong",NA
"583",584,27.686944,106.922222,"Dingzikou, Zunyi",NA
"584",585,27.701944,106.924167,"Fenghuang shan, Zunyi",NA
"585",586,27.72,106.917778,"Gantianba, Zunyi",NA
"586",587,27.648611,106.890556,"Zhongzhuang, Zunyi",NA
"587",588,27.687778,106.923056,"Zhoushui  Bridge, Zunyi",NA
"588",589,29.56301,106.551557,"Chongqing",NA
"589",590,38.914003,121.614682,"Dalian",NA
"590",591,40.0005,124.354707,"Dandong",NA
"591",592,19.521134,109.580811,"Danzhou",NA
"592",593,46.58931,125.103784,"Daqing",NA
"593",594,40.078414,113.304405,"Datong",NA
"594",595,31.126856,104.398021,"Deyang",NA
"595",596,37.434093,116.357465,"Dezhou",NA
"596",597,38.516168,114.990251,"Dingzhou",NA
"597",598,19.095361,108.651775,"Dongfang",NA
"598",599,23.0536,113.7819,"Dongguan",NA
"599",600,37.434751,118.674767,"Dongying",NA
"600",601,39.608266,109.781327,"Eerduosi",NA
"601",602,30.272156,109.488172,"Enshi",NA
"602",603,30.39194,114.894843,"Ezhou",23
"603",604,23.0019,113.1047,"Foshan",NA
"604",605,41.880872,123.957208,"Fushun",NA
"605",606,42.021619,121.670324,"Fuxin",NA
"606",607,30.048735,119.960109,"Fuyang",NA
"607",608,26.074508,119.296494,"Fuzhou",NA
"608",609,23.6531,116.6175,"Municipal Corporation, Chaozhou",NA
"609",610,23.671389,116.633889,"Xiyuan Road, Chaozhou",NA
"610",611,23.0128,113.7944,"Dongcheng Shijing, Dongguan",NA
"611",612,23.06,113.748056,"Guancheng No.2 water plant, Dongguan",NA
"612",613,22.9658,113.7383,"Nancheng Xiping, Dongguan",NA
"613",614,23.027778,113.746111,"Nancheng Yuanling, Dongguan",11
"614",615,23.0536,113.7819,"Experimental Middle  School, Dongguan",NA
"615",616,22.8822,112.8366,"Gaoming kongtang, Foshan",NA
"616",617,23.0422,113.1,"Huicai technical school, Foshan",NA
"617",618,23.0494,113.1403,"Nanhai Bureau of Meteorology, Foshan",6
"618",619,23.1664,112.8858,"Sanshui Monitoring Station, Foshan",20
"619",620,23.1886,112.8603,"Sanshuiyun donghai, Foshan",7
"620",621,23.00476,113.13408,"Wan liang, Foshan",8
"621",622,22.9477,113.3516,"Panyu city bridge, Guangzhou",12
"622",623,23.1331,113.2597,"Gongyuan qian, Guangzhou",NA
"623",624,23.105,113.2612,"Hai zhubao gang, Guangzhou",NA
"624",625,23.0916,113.3479,"Haizhu chisha, Guangzhou",33
"625",626,23.3917,113.2147,"Huadu town, Guangzhou",69
"626",627,23.105,113.4332,"Huangbu dashadi, Guangzhou",NA
"627",628,23.1422,113.2347,"Liwan xicun, Guangzhou",62
"628",629,23.1544,113.2765,"LuHu, Guangzhou",NA
"629",630,23.3108,113.5619,"Luogang Zhenlong, Guangzhou",NA
"630",631,23.1064,113.3328,"Modiesha station, Guangzhou",1
"631",632,23.1319,113.322,"Tianhe cheng, Guangzhou",33
"632",633,23.6502,113.6246,"Tianhu, Guangzhou",29
"633",634,23.141191,113.258374,"Guangzhou US Consulate",NA
"634",635,22.7108,113.5485,"wanqing sha, Guangzhou",NA
"635",636,23.420833,113.073056,"Zhudong, Guangzhou",23
"636",637,23.72333,114.6892,"Heyuan high school, Heyuan",6
"637",638,23.75861,114.6944,"No.3 elementary school, Heyuan",9
"638",639,23.75694,114.6778,"City water company, Heyuan",20
"639",640,22.7422,114.5316,"Daya bay management committee, Huizhou",7
"640",641,23.053056,114.418333,"Henan'an, Huizhou",NA
"641",642,22.7833,114.4597,"Huiyang chuanhu, Huizhou",NA
"642",643,23.1142,114.4103,"Jiangbei, Huizhou",NA
"643",644,22.9398,114.3806,"Jinguo Bay, Huizhou",10
"644",645,23.082222,114.405278,"Xiabu, Huizhou",7
"645",646,23.3406,114.1077,"Xijiao, Huizhou",NA
"646",647,22.6069,113.1036,"Beijie, Jiangmen",NA
"647",648,22.5931,113.0819,"Donghu, Jiangmen",15
"648",649,22.0608,112.7607,"Duanfen, Jiangmen",NA
"649",650,22.5325,113.0244,"Guifengxi, Jiangmen",NA
"650",651,22.586277,112.581444,"Shuangqiao, Jiangmen",7
"651",652,22.7279,112.929,"Taoyuan Atmosphere Premier Station, Jiangmen",6
"652",653,22.5811,113.0739,"Xiqu, Jiangmen",6
"653",654,23.535278,116.369722,"Donghu Park, Jieyang",9
"654",655,23.573889,116.359444,"Experimental Primary School, Jieyang",NA
"655",656,23.5292,116.4094,"Yuhu Middle School, Jieyang",NA
"656",657,21.693333,110.866667,"Gaoling, Maoming",5
"657",658,21.665,110.905,"Jiankang road, Maoming",NA
"658",659,21.651667,110.933333,"Petrochemical No. 7 elementaty school, Maoming",6
"659",660,21.4689,111.0286,"Maogang sub-office EPB, Maoming",14
"660",661,24.2654,116.1248,"Environmental Monitoring Center, Meizhou",NA
"661",662,24.328056,116.123333,"Jiaying University, Meizhou",14
"662",663,24.2719,116.0797,"Mexian new town, Meizhou",5
"663",664,23.710556,113.020833,"Town governement, Qingyuan",6
"664",665,23.627222,113.062222,"Fupin district, Qingyuan",NA
"665",666,23.253639,116.402056,"Chaonanzi Station, Shantou",NA
"666",667,23.25,116.603333,"Chaoyangzi, Shantou",29
"667",668,23.471389,116.751944,"Chenghaizi, Shantou",NA
"668",669,23.2775,116.725833,"Haojiangzi, Shantou",62
"669",670,23.366667,116.679444,"Jinpingzi, Shantou",44
"670",671,23.363889,116.724444,"Longhuzi, Shantou",NA
"671",672,22.775,115.365278,"City EPA, Shanwei",6
"672",673,22.786667,115.362778,"City government, Shanwei",30
"673",674,22.7925,115.362222,"Xincheng Middle School, Shanwei",2
"674",675,24.810833,113.539722,"Bihu shanzhuang, Shaoguan",62
"675",676,24.686111,113.596389,"Qujiang Monitoring Station, Shaoguan",26
"676",677,24.793889,113.641388,"Shaoguan University, Shaoguan",28
"677",678,24.770833,113.578333,"No.8 middle school, Shaoguan",NA
"678",679,24.799166,113.606944,"Forest area, Shaoguan",NA
"679",680,22.765556,113.253056,"Ronggui street committee, Shunde",NA
"680",681,22.809444,113.287778,"Shunde sugang, Shunde",NA
"681",682,21.853611,111.950833,"Nan'en road, Yangjiang",46
"682",683,21.858611,111.978611,"Yuanyang Lake, Yangjiang",NA
"683",684,22.953889,112.053888,"Muyang police sub-station, Yunfu",NA
"684",685,22.939444,112.036944,"City Environmental Monitoring Station, Yunfu",NA
"685",686,22.916944,112.039167,"The new city government headquarters, Yunfu",NA
"686",687,21.199722,110.401944,"EPB Dormitory, Zhanjiang",NA
"687",688,21.267917,110.331556,"Mazhang EPA, Zhanjiang",NA
"688",689,21.25,110.45,"Potou District EPB, Zhanjiang",NA
"689",690,21.222778,110.392778,"City Environmental Monitoring Station, Zhanjiang",24
"690",691,21.202778,110.411111,"Xiashan Swimming Park, Zhanjiang",48
"691",692,21.270555,110.361944,"Zhanjiang Theatre, Zhanjiang",23
"692",693,23.0528,112.4708,"Chengzhongzi station, Zhaoqing",NA
"693",694,23.1617,112.5653,"Kengkouzi station, Zhaoqing",27
"694",695,23.0705,112.4266,"Mugangzi station, Zhaoqing",10
"695",696,23.0786,112.4722,"Qixingyanzi station, Zhaoqing",NA
"696",697,22.4886,113.4336,"Yangtze River tourist area, Zhongshan",70
"697",698,22.5211,113.3689,"Huabai Park, Zhongshan",NA
"698",699,22.5481,113.365,"Zhangxi, Zhongshan",NA
"699",700,22.5078,113.4017,"Zimaling, Zhongshan",NA
"700",701,22.228056,113.298889,"Doumen, Zhuhai",26
"701",702,22.261111,113.573611,"Jida, Zhuhai",NA
"702",703,22.229444,113.4946,"Qianshan, Zhuhai",4
"703",704,22.425,113.628333,"Tang jia, Zhuhai",15
"704",705,23.141191,113.258374,"Guangzhou",26
"705",706,25.273566,110.290195,"Guilin",NA
"706",707,26.647661,106.630154,"Guiyang",23
"707",708,45.803775,126.534967,"Haerbin",10
"708",709,20.030793,110.328859,"Haikou",NA
"709",710,36.625604,114.539085,"Handan",23
"710",711,30.274085,120.15507,"Hangzhou",NA
"711",712,38.942,115.942,"An xinmin zhengju, Baoding",17
"712",713,38.842,115.461,"Surface water Company, Baoding",62
"713",714,39.332,115.88,"Gaobeidian EPA, Baoding",23
"714",715,38.896,115.522,"Huadian II, Baoding",27
"715",716,38.876,115.442,"Film Factory, Baoding",38
"716",717,38.911,115.471,"Reception Center, Baoding",3
"717",718,38.955,115.329,"Man cheng shuiwu ju, Baoding",33
"718",719,38.771,115.496,"Qingyuan City Hall, Baoding",NA
"719",720,38.871,115.521,"City Monitoring Station, Baoding",34
"720",721,39.025,115.662,"Xushui EPA, Baoding",NA
"721",722,38.863,115.493,"Natatorium, Baoding",9
"722",723,39.492,116.034,"Zhouzhou Monitoring Stations, Baoding",23
"723",724,38.089,116.585,"Poyoushi City Hall, Cangzhou",12
"724",725,38.299,116.885,"Cangxian Urban Construction Bureau, Cangzhou",NA
"725",726,38.323,116.871,"Municipal EPB, Cangzhou",66
"726",727,38.325,116.858,"TV Broadcast Station, Cangzhou",30
"727",728,38.377,117.337,"Huanghua Finance Bureau Training Center, Cangzhou",34
"728",729,38.589,116.81,"Qing County City Hall, Cangzhou",51
"729",730,38.737,116.119,"Ren qiu hua you ba chu, Cangzhou",25
"730",731,40.775,118.17,"Chengde County EPA, Chengde",4
"731",732,41.215,116.652,"Fengning County City Hall, Chengde",NA
"732",733,40.936,117.963,"BDA, Chengde",24
"733",734,41.011,117.938,"Ligong, Chengde",NA
"734",735,40.949,117.344,"Luanping EPA, Chengde",63
"735",736,40.916,117.966,"Railway, Chengde",NA
"736",737,40.973,117.818,"Cultural Center, Chengde",31
"737",738,40.423,117.507,"Xinglong County City Hall, Chengde",44
"738",739,40.984,117.952,"Bank of China, Chengde",15
"739",740,38.522,114.997,"Ding zhou wuzhuang bu, Dingzhou",12
"740",741,36.38,114.384,"Ci County Vocational Education Center, Handan",31
"741",742,36.62,114.496,"CongTai Park, Handan",49
"742",743,36.616,114.543,"East Sewage Factory, Handan",27
"743",744,36.423,114.24,"Fengfeng mine Inland Revenue Department, Handan",16
"744",745,36.578,114.504,"Mine Hospital, Handan",36
"745",746,36.589,113.686,"Shexian EPA, Handan",48
"746",747,36.618,114.513,"City EPA, Handan",3
"747",748,36.686,114.263,"Wuan BDA, Handan",26
"748",749,36.783,114.497,"Yongnian government guesthouse, Handan",10
"749",750,38.238,115.532,"Anping EPA, Hengshui",15
"750",751,37.758,115.695,"Electrical Machine North Factory, Hengshui",69
"751",752,37.739,115.69,"Hengshui City EPB, Hengshui",NA
"752",753,37.738,115.643,"Environmental Monitoring Station, Hengshui",27
"753",754,37.548,115.581,"Jizhou EPA, Hengshui",27
"754",755,39.132,116.398,"Ba zhou shun da ranqi, Langfang",30
"755",756,39.534,116.737,"North China Institute of Aerospace, Langfang",30
"756",757,39.89,116.998,"Da chang weisheng ju, Langfang",37
"757",758,39.445,116.305,"Guan Party School, Langfang",69
"758",759,39.557,116.715,"Environmental Monitoring Supervision Center, Langfang",30
"759",760,39.575,116.773,"BDA, Langfang",14
"760",761,39.988,117.085,"Three Rivers Department of Transportation, Langfang",35
"761",762,38.88,116.464,"Wenan County EPA, Langfang",57
"762",763,39.766,117.009,"Xianghe EPA, Langfang",30
"763",764,39.518,116.684,"TCM Medical Material Company, Langfang",31
"764",765,39.828,119.526,"Beidaihe, Qinhuangdao",36
"765",766,39.713,119.167,"Changli EPA, Qinhuangdao",31
"766",767,40.018,119.762,"Shanhai Pass, Qinhuangdao",24
"767",768,39.882,119.251,"Fu ning dangxiao, Qinhuangdao",52
"768",769,39.942,119.537,"Contruction Plazz, Qinhuangdao",5
"769",770,40.418,118.952,"Qinglong EPA, Qinhuangdao",68
"770",771,39.957,119.602,"City Monitoring Station, Qinhuangdao",34
"771",772,39.936,119.607,"City government, Qinhuangdao",NA
"772",773,37.91,114.354,"Fenglong Montain, Shijiazhuang",46
"773",774,38.039,114.862,"Gaocheng Experimental School, Shijiazhuang",36
"774",775,38.04,114.605,"High-tech zone, Shijiazhuang",59
"775",776,37.623,114.607,"Gaoyi County City Hall, Shijiazhuang",NA
"776",777,38.055,114.564,"Chemical College, Shijiazhuang",33
"777",778,38.071,114.069,"Jingxing kuangqu qu wei dalou, Shijiazhuang",44
"778",779,38.038,114.152,"Jingxing Bureau of Meteorology, Shijiazhuang",34
"779",780,38.04,115.079,"Jin zhou bo na de, Shijiazhuang",62
"780",781,38.315,114.367,"Ling shou gongshui, Shijiazhuang",16
"781",782,37.906,114.633,"Luancheng Communications, Shijiazhuang",26
"782",783,38.085,114.347,"Lu quan yi zhong, Shijiazhuang",4
"783",784,38.266,114.204,"Pingshan Ye River, Shijiazhuang",15
"784",785,38.052,114.521,"People's Hall, Shijiazhuang",20
"785",786,38.197,115.213,"Shenze Power Supply Bureau, Shijiazhuang",17
"786",787,38.031,114.542,"Shiji Park, Shijiazhuang",19
"787",788,38.178,114.991,"Wuji EPA, Shijiazhuang",12
"788",789,38.14,114.502,"Northwest Water Company, Shijiazhuang",12
"789",790,38.012,114.467,"Xinan College, Shijiazhuang",14
"790",791,38.444,114.56,"Xing tang xianwei bangong lou, Shijiazhuang",19
"791",792,38.349,114.69,"Xin yue shiwei dong lou, Shijiazhuang",18
"792",793,37.766,114.517,"Yuan shi zhu jian ju, Shijiazhuang",30
"793",794,37.672,114.392,"Zanhuang County City Hall, Shijiazhuang",20
"794",795,37.771,114.77,"Zhaoxian EPA, Shijiazhuang",18
"795",796,38.159,114.593,"Zhengding Unicom, Shijiazhuang",3
"796",797,38.051,114.455,"Worker hospital, Shijiazhuang",8
"797",798,39.29,118.456,"Caofeidian Xinli  Primary School, Tangshan",8
"798",799,39.582,118.091,"Fengnan District City Hall, Tangshan",7
"799",800,39.839,118.169,"Fengrun City Hall, Tangshan",3
"800",801,39.631,118.166,"Supply and marketing cooperatives, Tangshan",12
"801",802,39.74,118.454,"Guye District City Hall, Tangshan",66
"802",803,39.674,118.269,"Kaiping Stations, Tangshan",17
"803",804,39.643,118.144,"Leidazhanzi Station, Tangshan",15
"804",805,40.003,118.711,"Qianan No.1 middle school, Tangshan",33
"805",806,40.152,118.311,"Qianxi EPA, Tangshan",62
"806",807,39.658,118.184,"No. 12 middle school, Tangshan",66
"807",808,39.668,118.219,"Ceramics Company, Tangshan",16
"808",809,39.641,118.185,"Commodities Bureau, Tangshan",26
"809",810,39.63,118.2,"Xiaoshan, Tangshan",3
"810",811,39.63,118.2,"Xiaoshanzi Station, Tangshan",24
"811",812,40.205,117.991,"Zunhua EPA, Tangshan",6
"812",813,37.097,114.482,"Dahuo fontain, Xingtai",24
"813",814,37.062,114.485,"Environment protection office, Xingtai",21
"814",815,37.096,114.533,"Road and Bridge Corporation, Xingtai",NA
"815",816,37.293,114.519,"Cultural centers within the mound, Xingtai",15
"816",817,36.861,114.51,"Shahe xuanchuan wenhua zhongxin, Xingtai",NA
"817",818,37.053,114.526,"Xingtai Normal College, Xingtai",21
"818",819,37.949,115.224,"Xinji City Hall, Xinji",15
"819",820,40.919,115.838,"Chicheng beishan, Zhangjiakou",30
"820",821,40.98,115.289,"chong li meng te fang dan jiudian, Zhangjiakou",21
"821",822,40.68,114.392,"Huaian EPA, Zhangjiakou",NA
"822",823,40.421,115.524,"Huailai Fuqian Primary School, Zhangjiakou",36
"823",824,40.837,114.898,"People's Park, Zhangjiakou",36
"824",825,40.769,114.903,"Century Compound, Zhangjiakou",2
"825",826,40.795,114.892,"Tanji Chang, Zhangjiakou",16
"826",827,40.811,114.881,"Hardware Warehouse, Zhangjiakou",14
"827",828,40.508,115.296,"Xiahuayuan EPA, Zhangjiakou",30
"828",829,40.615,115.106,"Xuanhua qu junying fenghuang cheng, Zhangjiakou",46
"829",830,31.821448,117.227271,"Hefei",21
"830",831,37.73892,115.670177,"Hengshui",20
"831",832,23.743538,114.700447,"Heyuan",28
"832",833,35.23375,115.480656,"Heze",5
"833",834,22.280019,114.185336,"Causeway Bay, HongKong",9
"834",835,22.279657,114.171987,"Central, HongKong",12
"835",836,22.28488,114.144075,"Central/Western, HongKong",62
"836",837,22.282896,114.219337,"Eastern, HongKong",17
"837",838,22.356859,114.12949,"Kwai Chung, HongKong",33
"838",839,22.313409,114.2247,"Kwun Tong, HongKong",16
"839",840,22.322115,114.168733,"Mong Kok, HongKong",66
"840",841,22.376491,114.184668,"Sha Tin, HongKong",6
"841",842,22.33003,114.159173,"Sham Shui Po, HongKong",NA
"842",843,22.450977,114.16414,"Tai Po, HongKong",NA
"843",844,22.471249,114.360804,"Tap Mun, HongKong",69
"844",845,22.371703,114.11444,"Tsuen Wan, HongKong",62
"845",846,22.390373,113.97628,"Tuen Mun, HongKong",NA
"846",847,22.288916,113.943539,"Tung Chung, HongKong",62
"847",848,22.445058,114.022552,"Yuen Long, HongKong",33
"848",849,33.61036,119.015288,"Huai'an",NA
"849",850,30.453906,114.872316,"Huanggang",62
"850",851,30.199652,115.03852,"Huangshi",4
"851",852,30.272156,109.488172,"Enshi, Hubei",4
"852",853,30.413333,114.813056,"Fankou BDA, Ezhou, Hubei",3
"853",854,30.394528,114.887778,"City government, Ezhou, Hubei",8
"854",855,30.39194,114.894843,"Ezhou, Hubei",69
"855",856,30.371667,114.898611,"Zhaojiaba, Ezhou, Hubei",28
"856",857,30.448889,114.895278,"Dazhou Island, Huanggang, Hubei",40
"857",858,30.453906,114.872316,"Huanggang, Hubei",29
"858",859,30.471922,114.907456,"Workers Center, Huanggang, Hubei",24
"859",860,30.202778,115.076667,"Chenjiawan, Huangshi, Hubei",26
"860",861,30.209944,115.026389,"BDA, Huangshi, Hubei",6
"861",862,30.235194,115.062472,"Chenjiaying, Huangshi, Hubei",10
"862",863,30.206603,114.901414,"Tie montian, Huangshi, Hubei",2
"863",864,30.199652,115.03852,"Huangshi, Hubei",36
"864",865,30.175989,114.949269,"Xinxialu, Huangshi, Hubei",4
"865",866,31.035423,112.199265,"Jingmen, Hubei",5
"866",867,30.335165,112.239741,"Jingzhou, Hubei",14
"867",868,30.40211,112.900079,"Qianjiang, Hubei",6
"868",869,32.649444,110.78,"Riverside Village, Shiyan, Hubei",3
"869",870,32.638889,110.725833,"Liujiagou, Shiyan, Hubei",8
"870",871,32.571389,110.883889,"tie er chu, Shiyan, Hubei",12
